#{"t_start": 1773698179.852567, "env_id": "None"}
r,l,t
-23.0,200,369.431679
-13.0,200,369.608044
-15.0,200,369.773946
-3.0,200,369.940181
1.0,200,370.091962
-12.0,200,370.2587
-19.0,200,370.421295
-25.0,200,370.586333
-22.0,200,370.741151
-16.0,200,370.896198
-17.0,200,371.05666
-14.0,200,371.279939
-10.0,200,371.437972
-13.0,200,371.593292
-15.0,200,371.75752
-4.0,200,371.921064
-19.0,200,372.080204
-14.0,200,372.235698
-16.0,200,372.394964
-15.0,200,372.564873
-28.0,200,372.72757
3.0,200,372.899892
-10.0,200,373.066441
-8.0,200,373.360747
-19.0,200,373.517294
-15.0,200,373.676545
-15.0,200,373.845687
-20.0,200,374.021718
-17.0,200,374.176965
-9.0,200,374.333318
-9.0,200,374.495507
-10.0,200,374.660863
-14.0,200,374.816819
-11.0,200,374.972399
-21.0,200,375.131524
-14.0,200,375.295105
-2.0,200,375.449847
-18.0,200,375.607362
1.0,200,375.771789
-67.0,200,375.934813
-13.0,200,376.090195
-7.0,200,376.245306
-2.0,200,376.404813
-7.0,200,376.583216
-22.0,200,376.738311
-14.0,200,376.892854
-20.0,200,377.052754
-18.0,200,377.216185
-18.0,200,377.37364
-19.0,200,377.528983
-1.0,200,377.698829
-20.0,200,377.876202
-3.0,200,378.03415
-11.0,200,378.190991
-4.0,200,378.352725
-11.0,200,378.522575
-13.0,200,378.676932
-11.0,200,378.836345
-11.0,200,378.997804
-4.0,200,379.174036
-15.0,200,379.329103
-6.0,200,379.488292
-19.0,200,379.651708
-16.0,200,379.818151
-5.0,200,379.985951
-3.0,200,380.157355
-14.0,200,380.321844
-15.0,200,380.488901
-19.0,200,380.640507
5.0,200,380.799609
-12.0,200,380.961607
-15.0,200,381.127242
-17.0,200,381.284649
-6.0,200,381.439512
-16.0,200,381.599106
-10.0,200,381.776928
2.0,200,381.935012
-17.0,200,382.090999
-10.0,200,382.263648
-6.0,200,382.438122
-38.0,200,382.59721
-4.0,200,382.753387
-16.0,200,382.917455
-20.0,200,383.08651
-13.0,200,383.241946
-9.0,200,383.399666
-16.0,200,383.559119
7.0,200,383.725066
-7.0,200,383.880373
-14.0,200,384.035924
-14.0,200,384.197582
-13.0,200,384.373422
-15.0,200,384.532034
6.0,200,384.685108
-15.0,200,384.847879
2.0,200,385.014766
-214.0,200,385.170684
-11.0,200,385.325198
-8.0,200,385.486344
68.0,200,385.654675
-7.0,200,385.814345
-17.0,200,385.972966
-18.0,200,386.134941
-13.0,200,386.312774
-12.0,200,386.468177
-16.0,200,386.623329
-21.0,200,386.785065
-14.0,200,386.962135
-7.0,200,387.135719
-18.0,200,387.299057
-10.0,200,387.466553
-14.0,200,387.637154
-13.0,200,387.797689
-8.0,200,387.964347
-17.0,200,388.129895
0.0,200,388.298013
-15.0,200,388.457719
-18.0,200,388.614915
-25.0,200,388.776392
-11.0,200,388.939819
-5.0,200,389.099303
8.0,200,389.273612
-16.0,200,389.432698
-11.0,200,389.615473
-4.0,200,389.886506
-11.0,200,390.046765
-9.0,200,390.213429
-7.0,200,390.377177
-5.0,200,390.535399
-11.0,200,390.691932
-13.0,200,390.85036
6.0,200,391.01862
-12.0,200,391.17494
-8.0,200,391.333275
-13.0,200,391.495925
-11.0,200,391.679503
-18.0,200,391.844337
-11.0,200,392.007047
-9.0,200,392.172156
-8.0,200,392.354763
2.0,200,392.507442
-2.0,200,392.665817
-15.0,200,392.830444
-5.0,200,392.997654
-6.0,200,393.157477
-11.0,200,393.313032
-4.0,200,393.478795
-7.0,200,393.646264
6.0,200,393.804346
-10.0,200,393.960583
-5.0,200,394.122453
-10.0,200,394.292612
-7.0,200,394.45083
-3.0,200,394.610431
-106.0,200,394.772089
-8.0,200,394.952132
-2.0,200,395.107413
-7.0,200,395.265783
-16.0,200,395.429541
-4.0,200,395.595916
-12.0,200,395.749702
-6.0,200,395.907819
-10.0,200,396.071339
-6.0,200,396.238126
-13.0,200,396.402202
-11.0,200,396.56654
0.0,200,396.735707
-5.0,200,396.905422
-6.0,200,397.064354
-9.0,200,397.220323
-6.0,200,397.383379
-4.0,200,397.561447
-6.0,200,397.722307
-7.0,200,397.880298
-9.0,200,398.043966
-4.0,200,398.210625
-14.0,200,398.369911
-11.0,200,398.525804
5.0,200,398.688135
-7.0,200,398.856821
-9.0,200,399.01372
-8.0,200,399.170939
-2.0,200,399.334355
-6.0,200,399.506044
-14.0,200,399.665632
-8.0,200,399.824941
-3.0,200,399.990179
-8.0,200,400.1704
-13.0,200,400.329023
-9.0,200,400.484347
-5.0,200,400.648017
-166.0,200,400.816208
-1.0,200,400.973915
-10.0,200,401.129466
-9.0,200,401.29156
-5.0,200,401.469488
-3.0,200,401.632938
-5.0,200,401.793041
-4.0,200,401.961204
-19.0,200,402.128251
-10.0,200,402.284498
-5.0,200,402.443129
-9.0,200,402.607813
-4.0,200,402.788602
-8.0,200,402.947075
-4.0,200,403.105477
-4.0,200,403.270388
-9.0,200,403.436776
1.0,200,403.596837
-1.0,200,403.754527
-3.0,200,403.914126
-6.0,200,404.083239
-10.0,200,404.239562
-7.0,200,404.399863
-9.0,200,404.561192
-7.0,200,404.728948
-7.0,200,404.889579
-3.0,200,405.046161
-8.0,200,405.209006
-4.0,200,405.387728
-4.0,200,405.547166
-4.0,200,405.704112
-2.0,200,405.867309
-5.0,200,406.046135
1.0,200,406.210136
-8.0,200,406.3706
-3.0,200,406.542789
8.0,200,406.708625
-4.0,200,406.864513
-6.0,200,407.035064
-10.0,200,407.20774
-15.0,200,407.378898
-2.0,200,407.535632
5.0,200,407.691642
2.0,200,407.85307
-8.0,200,408.031167
-12.0,200,408.185794
-9.0,200,408.341978
-1.0,200,408.505366
10.0,200,408.673098
-6.0,200,408.8324
-5.0,200,408.989875
-9.0,200,409.152401
-1.0,200,409.316959
-3.0,200,409.47587
-4.0,200,409.638223
-7.0,200,409.803086
-8.0,200,409.965842
-6.0,200,410.11907
-8.0,200,410.271569
-1.0,200,410.429104
-5.0,200,410.608744
-2.0,200,410.771796
-9.0,200,410.926004
-6.0,200,411.088085
-7.0,200,411.256579
-6.0,200,411.408232
-4.0,200,411.566658
-9.0,200,411.72238
-6.0,200,411.884297
-10.0,200,412.034766
-6.0,200,412.187867
-9.0,200,412.341664
-1.0,200,412.634658
-10.0,200,412.793839
-10.0,200,412.9522
-7.0,200,413.116182
-9.0,200,413.290562
4.0,200,413.443262
6.0,200,413.599051
-9.0,200,413.756278
11.0,200,413.921451
-6.0,200,414.079556
0.0,200,414.236011
5.0,200,414.39431
-15.0,200,414.557204
-10.0,200,414.711211
-9.0,200,414.866467
-12.0,200,415.022198
-7.0,200,415.182684
-1.0,200,415.34814
-3.0,200,415.507201
-6.0,200,415.675446
-5.0,200,415.854646
-3.0,200,416.008769
-5.0,200,416.160827
-2.0,200,416.319241
-6.0,200,416.481151
-8.0,200,416.635107
-20.0,200,416.78643
-2.0,200,416.941543
-1.0,200,417.103587
-10.0,200,417.25603
-6.0,200,417.407034
1.0,200,417.567525
-11.0,200,417.730694
-3.0,200,417.884875
-2.0,200,418.040563
-9.0,200,418.200926
-5.0,200,418.378285
-3.0,200,418.538312
-19.0,200,418.696159
-5.0,200,418.857767
-16.0,200,419.026788
-7.0,200,419.194121
-6.0,200,419.353856
-7.0,200,419.51642
-10.0,200,419.68715
-3.0,200,419.855477
-13.0,200,420.021329
-2.0,200,420.185392
5.0,200,420.359215
-13.0,200,420.51773
-3.0,200,420.678562
-11.0,200,420.84447
-7.0,200,421.027193
-16.0,200,421.184542
-9.0,200,421.339651
1.0,200,421.503751
-4.0,200,421.672194
-7.0,200,421.829898
4.0,200,421.990009
-6.0,200,422.153554
-8.0,200,422.322134
-5.0,200,422.477328
-3.0,200,422.63361
2.0,200,422.798793
-5.0,200,422.970253
1.0,200,423.133297
-211.0,200,423.293715
-5.0,200,423.457447
-7.0,200,423.639732
-3.0,200,423.802759
-8.0,200,423.960174
-2.0,200,424.122648
-12.0,200,424.291952
1.0,200,424.462974
-2.0,200,424.627979
-2.0,200,424.796761
12.0,200,424.9676
-14.0,200,425.125516
-4.0,200,425.289079
-8.0,200,425.453478
-2.0,200,425.620088
-7.0,200,425.777394
-4.0,200,425.937411
-9.0,200,426.099918
-8.0,200,426.278805
-10.0,200,426.433616
-7.0,200,426.590497
-9.0,200,426.75409
-5.0,200,426.927359
-1.0,200,427.083422
-9.0,200,427.239671
-9.0,200,427.400833
-6.0,200,427.572801
-9.0,200,427.728419
-10.0,200,427.885633
-8.0,200,428.05251
5.0,200,428.220124
-6.0,200,428.380812
-6.0,200,428.536368
-6.0,200,428.705664
-7.0,200,428.88774
-13.0,200,429.063101
-2.0,200,429.232869
-11.0,200,429.413967
-16.0,200,429.584687
-8.0,200,429.749417
-105.0,200,429.905962
-3.0,200,430.068343
-6.0,200,430.236537
2.0,200,430.39428
-10.0,200,430.549642
-6.0,200,430.710503
-4.0,200,430.877274
-3.0,200,431.03562
-8.0,200,431.194277
-12.0,200,431.355228
5.0,200,431.534105
-5.0,200,431.693545
-8.0,200,431.85122
-5.0,200,432.016774
-1.0,200,432.184547
-2.0,200,432.340675
-9.0,200,432.498151
-8.0,200,432.658605
-6.0,200,432.827491
-4.0,200,432.987769
-7.0,200,433.148098
-12.0,200,433.310989
-17.0,200,433.492264
-13.0,200,433.652644
-5.0,200,433.819499
-6.0,200,433.993465
-5.0,200,434.175737
-7.0,200,434.339793
-0.0,200,434.49771
-11.0,200,434.662738
-7.0,200,434.826388
-8.0,200,434.983708
2.0,200,435.253791
-5.0,200,435.41897
-14.0,200,435.588145
-8.0,200,435.74662
-10.0,200,435.928082
-11.0,200,436.116208
-10.0,200,436.287196
-10.0,200,436.45081
-11.0,200,436.61962
-4.0,200,436.799354
-6.0,200,436.997719
-2.0,200,437.157199
4.0,200,437.313774
0.0,200,437.48509
2.0,200,437.666699
-8.0,200,437.838926
-5.0,200,438.006862
-123.0,200,438.171196
4.0,200,438.368031
-8.0,200,438.541359
-11.0,200,438.704017
-1.0,200,438.865426
3.0,200,439.03185
-1.0,200,439.19163
-8.0,200,439.35084
-8.0,200,439.514931
-1.0,200,439.682598
-6.0,200,439.84185
-3.0,200,440.001932
1.0,200,440.189341
-4.0,200,440.356318
-8.0,200,440.513439
-8.0,200,440.669262
-9.0,200,440.862009
-7.0,200,441.056898
-4.0,200,441.217786
-6.0,200,441.374984
-76.0,200,441.540252
-5.0,200,441.708143
-12.0,200,441.867821
-4.0,200,442.025587
-11.0,200,442.186789
-5.0,200,442.364962
-11.0,200,442.523605
-10.0,200,442.679926
-6.0,200,442.847256
-7.0,200,443.030444
-13.0,200,443.189219
-10.0,200,443.354016
4.0,200,443.525629
-6.0,200,443.700862
-5.0,200,443.863728
-3.0,200,444.024617
-2.0,200,444.192593
-11.0,200,444.358761
3.0,200,444.521134
-8.0,200,444.684619
-5.0,200,444.850175
-6.0,200,445.058652
-11.0,200,445.245097
-3.0,200,445.412039
-11.0,200,445.583188
-4.0,200,445.757629
-13.0,200,445.920775
-1.0,200,446.086481
-14.0,200,446.260752
-8.0,200,446.44204
-7.0,200,446.606227
-14.0,200,446.783883
-9.0,200,446.959499
-3.0,200,447.142886
-13.0,200,447.315775
-7.0,200,447.486989
-32.0,200,447.677037
-4.0,200,447.880534
-5.0,200,448.079373
4.0,200,448.259503
-6.0,200,448.44019
-10.0,200,448.704203
10.0,200,448.868842
7.0,200,449.037096
-3.0,200,449.22909
-11.0,200,449.411248
-10.0,200,449.601417
-10.0,200,449.783703
-4.0,200,449.967923
0.0,200,450.147594
-7.0,200,450.318489
-2.0,200,450.507422
-11.0,200,450.962031
-8.0,200,451.15355
-10.0,200,451.329048
-3.0,200,451.50231
-5.0,200,451.686392
-3.0,200,451.87924
-1.0,200,452.063797
-5.0,200,452.261118
-9.0,200,452.503867
-5.0,200,452.695038
-15.0,200,452.862776
-6.0,200,453.03973
-4.0,200,453.220172
-2.0,200,453.401195
-5.0,200,453.575863
-7.0,200,453.745389
-2.0,200,453.926469
-7.0,200,454.116007
-4.0,200,454.285372
11.0,200,454.497474
-79.0,200,454.726172
-10.0,200,454.91261
-11.0,200,455.080894
-5.0,200,455.253134
-5.0,200,455.430436
2.0,200,455.656977
3.0,200,455.835517
-9.0,200,456.007066
-2.0,200,456.195862
-2.0,200,456.376547
-4.0,200,456.571177
-7.0,200,456.788293
